bu_code,bu_naam,jaar,lbm,afw,fys,onv,soc,vrz,won
BU05991088,Noordereiland,2024,4.1320742343937,0.0298093832500194,0.0069488474542869,-0.116201343338307,-0.0751524449603957,0.190474861681392,0.0237394624130426
BU05991283,Oud IJsselmonde,2024,4.07029448800612,-0.0319703631375641,-0.0233387733176543,-0.0467187373010997,-0.0264996281688959,0.0811311194327262,-0.0165443437826407
BU05991284,Lombardijen,2024,3.87573616797129,-0.226528683172392,-0.0132473325607666,-0.197673761769699,-0.071588569881956,0.142778967727,-0.0867979866869716
BU05991289,Groot IJsselmonde,2024,3.9641391548687,-0.138125696274989,-0.0127354824618462,-0.132771993107377,-0.0612251469006293,0.12675627753476,-0.0581493513398969
BU05991290,Beverwaard,2024,3.83000715480674,-0.272257696336943,-0.023741139336417,-0.154440339867747,-0.0603941523165089,0.0228268010132257,-0.0565088658294962
BU05991391,Pernis,2024,4.03433690257243,-0.0679279485712595,-0.0128051312962356,0.0093395156361466,0.0028364563988252,-0.0620955949564702,-0.0052031943535258
BU05991444,'s-Gravenland,2024,4.20856382262368,0.106298971479996,-0.0023978206286223,0.0113971791174341,-0.0016697164506701,0.0750448885477948,0.0239244408940595
BU05991446,Kralingseveer,2024,4.06122274579622,-0.0410421053474618,-0.0396696342350095,-0.0117233833792233,-0.0138155069517766,0.040259062129435,-0.0160926429108877
BU05991448,Prinsenland,2024,4.07688591236932,-0.0253789387743637,-0.0058109987122518,-0.0413543366716295,-0.0526499211239584,0.0999823436128521,-0.0255460258793764
BU05991449,Het Lage Land,2024,4.00651011007795,-0.0957547410657386,-0.0171335345530956,-0.0900282612647726,-0.0526329546167742,0.116011299494618,-0.0519712901257147
BU05991463,Ommoord,2024,3.95883272522034,-0.143432125923342,-0.0100107092602157,-0.0825043819414969,-0.0555731680976144,0.0290100994572907,-0.0243539660813063
BU05991466,Zevenkamp,2024,3.97116938929074,-0.131095461852944,-0.0080669653324225,-0.0909220426898141,-0.0486492713845168,0.0267001110070076,-0.0101572934531989
BU05991467,Oosterflank,2024,3.96391438594674,-0.138350465196941,0.0010824269038231,-0.142864898006569,-0.0714679842908239,0.100083197552501,-0.0251832073558729
BU05991468,Nesselande,2024,4.09962573345352,-0.0026391176901657,-0.0068700995574185,0.0138182383745823,0.0279108560181654,-0.0598675102477411,0.0223693977222457
BU05991570,Charlois Zuidrand,2024,4.14252497557166,0.0402601244279726,-0.0608615087043879,-0.0848617569908462,0.0864251172129234,0.0368446849741282,0.0627135879361548
BU05991571,Tarwewijk,2024,3.79871761814928,-0.303547232994406,-0.0321259475903462,-0.250666725377561,-0.123749384425509,0.238793854216662,-0.135799029817652
BU05991572,Carnisse,2024,3.75110390892322,-0.351160942220462,-0.0313363630102807,-0.250129755060879,-0.111541179307602,0.210675664275778,-0.168829309117479
BU05991573,Zuidwijk,2024,3.84469389461308,-0.257570956530607,-0.0150265469564856,-0.203426577965818,-0.0838474182475216,0.117478493793117,-0.0727489071538988
BU05991574,Oud Charlois,2024,3.8630358471865,-0.239229003957186,-0.0293429545196393,-0.181507604819259,-0.0903564853410424,0.150173606409511,-0.0881955656867571
BU05991575,Wielewaal,2024,3.89031186821971,-0.211952982923972,-0.0017792006554093,-0.231245028810695,-0.0019235608850108,0.0873342154734272,-0.0643394080462839
BU05991576,Zuidplein,2024,3.80615638267374,-0.296108468469948,-0.0610942444238642,-0.278694642738892,-0.0955417565057373,0.238330876137042,-0.0991087009384972
BU05991577,Pendrecht,2024,3.8356943201448,-0.266570530998889,-0.0224355977357895,-0.177618409757064,-0.0740501758212089,0.090897437154415,-0.0833637848392419
BU05991578,Zuiderpark,2024,3.9175254953816,-0.18473935576209,0.0014356811217278,-0.219453097551203,-0.0299591804324825,0.171322587749091,-0.108085346649224
BU05991593,Heijplaat,2024,3.9934765454217,-0.10878830572198,-0.0128181875201028,-0.0348750492083536,-0.0196078167682462,-0.0868593428628461,0.0453720906375682
BU05991692,Hoogvliet Noord,2024,3.86145783446625,-0.240807016677438,-0.023492534106467,-0.125738665022033,-0.0225065805361142,-0.0277643762220965,-0.0413048607907281
BU05991699,Hoogvliet Zuid,2024,3.93165063950159,-0.170614211642093,-0.0077837757541066,-0.0585237135980692,-0.0371891810071895,-0.0544911856581929,-0.0126263556245349
BU05991701,Strand en Duin,2024,4.26211935602374,0.159854504880057,0.122759449003276,0.0512368825667108,0.0903080020115048,-0.105950243479706,0.0015004147782704
BU05991702,Dorp,2024,4.01203923522534,-0.0902256159183421,0.0359708095417511,-0.0315713570604321,-0.0200093989332486,-0.079112498738244,0.0044968292718312
BU05991703,Rijnpoort,2024,4.02366435491409,-0.0786004962295984,-0.143232194406555,0.0546266906870313,0.102272251423199,-0.165278636446086,0.0730113925128115
