"wk_code","wk_naam","jaar","lbm","afw","fys","onv","soc","vrz","won"
"WK057504","Noordwijkerhout Buitengebied",2008,4.17100987588276,0.0687450247390761,NA,NA,NA,NA,NA
"WK057504","Noordwijkerhout Buitengebied",2012,4.17364309002265,0.0713782388789604,NA,NA,NA,NA,NA
"WK057504","Noordwijkerhout Buitengebied",2014,4.18856247965802,0.0862976285143302,-0.0480790121353585,0.0992159347616875,0.093336211994491,-0.114160365982456,0.0559848598759663
"WK057504","Noordwijkerhout Buitengebied",2016,4.23758951378982,0.135324662646139,NA,NA,NA,NA,NA
"WK057504","Noordwijkerhout Buitengebied",2018,4.22100207220759,0.118737221063908,-0.0300618160225484,0.103916863524421,0.100513304361163,-0.111722668881498,0.0560915380823704
"WK057504","Noordwijkerhout Buitengebied",2020,4.24731674401288,0.14505189286919,-0.0169728974559368,0.0989846095226676,0.10908804252399,-0.105662127180691,0.0596142654591602
"WK057504","Noordwijkerhout Buitengebied",2022,4.26716003054756,0.164895179403878,-0.00727014207580843,0.102391689033771,0.105931593312415,-0.105797725365724,0.0696397644992243
"WK057504","Noordwijkerhout Buitengebied",2024,4.27053654307749,0.1682716919338,-0.00124196990851617,0.102639996179076,0.106232227920668,-0.10395585063166,0.064597288374232
"WK057505","De Zilk",2002,4.12724507068997,0.0249802195462892,NA,NA,NA,NA,NA
"WK057505","De Zilk",2008,4.11628586999275,0.0140210188490686,NA,NA,NA,NA,NA
"WK057505","De Zilk",2012,4.1354042692959,0.0331394181522189,NA,NA,NA,NA,NA
"WK057505","De Zilk",2014,4.2016172617861,0.0993524106424182,0.0707222743650628,0.0864503810990425,0.0426194602230613,-0.109838088982036,0.00939838393728722
"WK057505","De Zilk",2016,4.20050890244637,0.0982440513026873,NA,NA,NA,NA,NA
"WK057505","De Zilk",2018,4.20124967141343,0.098984820269744,0.0568020112637041,0.0912709126170156,0.0365401826698778,-0.0979108797786574,0.0122825934978036
"WK057505","De Zilk",2020,4.24771028073576,0.145445429592069,0.0711484946534888,0.0972400920936107,0.038169467998405,-0.0800821838524055,0.0189695586989702
"WK057505","De Zilk",2022,4.25540937924302,0.153144528099333,0.07569853562567,0.10036016244614,0.0410865045527894,-0.0869975354430404,0.0229968609177733
"WK057505","De Zilk",2024,4.22645565403122,0.124190802887535,0.0721260661697835,0.0827243542158873,0.0313651082237521,-0.0880711587819787,0.02604643306009
"WK057901","Oud Oegstgeest",2002,4.28823030524385,0.185965454100166,NA,NA,NA,NA,NA
"WK057901","Oud Oegstgeest",2008,4.34614938012112,0.243884528977438,NA,NA,NA,NA,NA
"WK057901","Oud Oegstgeest",2012,4.34845096659678,0.246186115453092,NA,NA,NA,NA,NA
"WK057901","Oud Oegstgeest",2014,4.4149182903619,0.312653439218218,0.0181466255041606,0.075031861731125,0.0352542710200575,0.136147086421996,0.0480735945408779
"WK057901","Oud Oegstgeest",2016,4.41017179023503,0.307906939091343,NA,NA,NA,NA,NA
"WK057901","Oud Oegstgeest",2018,4.43223865687292,0.329973805729236,0.00799335718600665,0.099615322959185,0.0356340368093712,0.138253789320494,0.0484772994541791
"WK057901","Oud Oegstgeest",2020,4.44169904389224,0.339434192748552,0.0138191080274441,0.0901167150964229,0.0351309938416748,0.145780251227005,0.0545871245560057
"WK057901","Oud Oegstgeest",2022,4.41868670684816,0.316421855704473,0.0132088151234615,0.0702180158433709,0.0340312147231832,0.145587369508878,0.0533764405055792
"WK057901","Oud Oegstgeest",2024,4.41887638762597,0.31661153648228,0.0138341525060442,0.0634589924896688,0.0344400511828042,0.140280603815854,0.0645977364879091
"WK057902","Oudenhof",2002,4.16168729959249,0.0594224484488032,NA,NA,NA,NA,NA
"WK057902","Oudenhof",2008,4.20786060737146,0.105595756227774,NA,NA,NA,NA,NA
"WK057902","Oudenhof",2012,4.20048902752545,0.0982241763817606,NA,NA,NA,NA,NA
"WK057902","Oudenhof",2014,4.21844555367782,0.116180702534132,0.00824145921996938,0.0446400939705333,-0.00599949128462532,0.0947958102329172,-0.025497169604663
"WK057902","Oudenhof",2016,4.22954760893048,0.127282757786793,NA,NA,NA,NA,NA
