Identifier;Title;Description;MapYear;ReleasePolicy;Kind;ContainsGroups;ContainsCodes;CodesUrl;GroupsUrl
WijkenEnBuurten;Wijken en buurten;;2025;;GeoDetailDimension;True;True;WijkenEnBuurtenCodes.csv;WijkenEnBuurtenGroups.csv
