Identifier;Title;Description;MapYear;ReleasePolicy;Kind;ContainsGroups;ContainsCodes;CodesUrl;GroupsUrl
WijkenEnBuurten;Wijken en buurten;;2023;;GeoDetailDimension;True;True;WijkenEnBuurtenCodes.csv;WijkenEnBuurtenGroups.csv
